stand,quad,tree_tag,species_code,DBH_1983_cm,base_coord_S_1983_m,base_coord_W_1983_m,year_dead,fallen_stem_length_1983_m,exit_coord_S_1983_m,exit_coord_W_1983_m,year_fallen_1988,age_1983,stem_height_1983_m,stem_lean_amt_scaled_1983,stem_lean_dir_1983,stem_lean_amt_1991,stem_lean_dir_1991,stem_lean_amt_2000,stem_lean_dir_2000,crown_width_NS_1983_m,crown_width_EW_1983_m,height_to_crown_1983_m,fill_perc_1983,BSD_1983_cm,radial_10year_inc_1983_mm,DBH_1991_cm,DBH_2000_cm,height_2000_m,tree_code_2000,fire_code_2000,comments,DBH_2005_cm,height_2005_m,code_2005,lean_amount_2005_degrees,lean_direction_2005,comments_2005,DBH_2010_cm,height_2010_m,code_2010,lean_amount_2010_degrees,lean_direction_2010,comments_2010
1,2A,6449,PIBA,4.2,2.3,1.2,NA,NA,NA,NA,NA,31,6.9,S,NW,NA,NA,NA,NA,1.2,0.9,1.2,70,NA,8.83,5.3,5.7,8.7,NA,NA,NA,5.8,8.4,LL,10,W,ht checked barely alive,5.5,8.2,DS,NA,NA,NA
1,2A,6450,PIBA,9.5,2.6,1.8,NA,NA,NA,NA,NA,NA,9.8,Z,Z,NA,NA,NA,NA,1.6,1.9,2.6,55,NA,NA,11.8,13.2,14.9,NA,NA,NA,13.7,15.8,NA,NA,NA,NA,14.4,17.1,NA,NA,NA,NA
1,2B,6444,PIBA,14,1,4.2,NA,NA,NA,NA,NA,36,13.4,Z,Z,NA,NA,NA,NA,2.6,2.5,6.2,50,18.8,12.87,15.9,17.4,17.2,NA,NA,NA,17.9,18.3,NA,NA,NA,NA,18.3,19.6,NA,NA,NA,NA
1,2B,6445,PIBA,10,4.4,0.4,NA,NA,NA,NA,NA,28,11.6,S,S,NA,NA,NA,NA,2.1,1.6,4.4,40,13.1,NA,12.9,15.4,16.9,NA,NA,NA,16.3,17.8,NA,NA,NA,NA,17,19.4,NA,NA,NA,NA
1,2C,6441,PIBA,11.5,0.5,2.8,NA,NA,NA,NA,NA,31,10.3,Z,Z,NA,NA,NA,NA,3.6,2.9,3.7,25,14.9,9.95,12.2,13,11.5,NA,NA,NA,12.8,11.5,DS,NA,NA,dbh checked,NA,NA,DS,NA,NA,NA
1,2C,6442,PIBA,15,0.9,0.6,NA,NA,NA,NA,NA,34,11,S,SE,NA,NA,NA,NA,3.7,3,5,45,20.1,14.89,17.6,19.5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,18.1,NA,NA,NA,NA
1,2C,6440,PIBA,10.8,3.6,3.7,NA,NA,NA,NA,NA,33,11.9,S,W,NA,NA,NA,NA,2.4,2.1,4,45,12.6,NA,12.3,14.6,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2C,6439,PIBA,4.2,3.1,3.7,NA,NA,NA,NA,NA,33,6.2,Z,Z,NA,NA,NA,NA,0.9,0.8,1.5,75,NA,4.17,4.9,5.1,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2D,6438,PIBA,8,2.7,0.2,NA,NA,NA,NA,NA,31,11,Z,Z,NA,NA,NA,NA,1.4,1.4,4.4,50,NA,NA,10.9,13.3,16.7,NA,NA,NA,13.6,17.4,NA,NA,NA,NA,14.4,18.6,NA,NA,NA,NA
1,2D,6437,PIBA,17.2,2.7,3.5,NA,NA,NA,NA,NA,36,14,S,S,NA,NA,NA,NA,5.2,5.1,3.7,30,22.8,22.98,20.1,21.8,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2E,6435,PIBA,11.2,2.8,4.1,NA,NA,NA,NA,NA,30,12.6,S,NE,NA,NA,NA,NA,2.9,3.5,5.4,40,13.3,19.25,14.3,16.4,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2E,6436,PIBA,12.2,2.8,4.1,NA,NA,NA,NA,NA,30,12.7,S,SW,NA,NA,NA,NA,2.2,2.5,2.7,55,15.4,23.59,15.7,18.4,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2F,6433,PIBA,11.5,0.9,4,NA,NA,NA,NA,NA,38,11.8,S,W,NA,NA,NA,NA,2.3,2.4,5.2,40,14.9,16.82,14.7,16.8,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2F,6432,PIBA,10.5,1.2,4.8,NA,NA,NA,NA,NA,31,12.4,Z,Z,NA,NA,NA,NA,2.4,2.6,5.5,30,13.7,12.7,12.8,14.6,17.1,NA,NA,NA,15.3,17.6,NA,NA,NA,NA,15.8,18.1,NA,NA,NA,NA
1,2F,6434,PIBA,10.2,4.8,0.2,NA,NA,NA,NA,NA,28,10.6,S,W,NA,NA,NA,NA,2.8,2.7,2,50,12.7,18.07,11.6,13.4,15.8,NA,NA,NA,13.8,16.3,NA,NA,NA,NA,14.6,18.1,NA,NA,NA,NA
1,2G,6480,PIBA,16.5,0.2,2.3,NA,NA,NA,NA,NA,39,11.5,S,SE,NA,NA,NA,NA,3.9,3.3,3.6,40,20.4,15.13,19.5,20.8,15.4,NA,NA,branches_off_at_the_top_(2000),21,14.2,LB,NA,NA,NA,21,14.2,NA,NA,NA,ht and dbh checked
1,2G,6484,PIBA,10.5,0.3,0.5,NA,NA,NA,NA,NA,34,14,Z,Z,NA,NA,NA,NA,2.4,1.8,4.5,65,13.4,11.78,12.9,15.8,18.8,NA,NA,NA,16.5,19.5,NA,NA,NA,NA,17.2,20.9,NA,NA,NA,NA
1,2G,6483,PIBA,12,0.9,0.9,NA,NA,NA,NA,NA,34,14.2,M,S,NA,NA,NA,NA,2.4,1.8,4.3,65,13.5,12.41,12.8,14.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2G,6481,PIBA,7,1,1.8,NA,NA,NA,NA,NA,30,11.1,Z,Z,NA,NA,25,NA,0.8,1.7,6.1,50,NA,7.94,7.8,7.3,11.6,LL,NA,No_stem_lean_direction_recorded_in_2000_(2003),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2G,6482,PIBA,11.8,1.5,1.3,NA,NA,NA,NA,NA,34,12.7,S,N,NA,NA,NA,NA,3,2.1,4.3,35,16,15.29,14.3,16.4,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2H,6478,PIBA,10,3.1,1.6,NA,NA,NA,NA,NA,33,9.7,S,W,NA,NA,NA,NA,3.4,3.5,2.2,30,14.2,13.35,12.2,13,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2H,6479,PIBA,23.5,2.6,1.6,NA,NA,NA,NA,NA,43,14.5,S,NW,NA,NA,NA,NA,7.3,5.5,2.2,30,27.2,NA,26.1,28.3,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2I,6477,PIBA,10.2,0.2,3.6,NA,NA,NA,NA,NA,30,11.8,S,N,NA,NA,NA,NA,2.1,2.2,3.3,65,NA,NA,13.2,16.1,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3A,6365,PIBA,14.8,0.5,2.9,NA,NA,NA,NA,NA,NA,12.7,Z,Z,NA,NA,NA,NA,3.8,2.8,4.1,40,NA,NA,17.4,19.2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20.1,NA,NA,NA,NA
1,3A,6364,PIBA,8.8,4.9,4.9,NA,NA,NA,NA,NA,NA,11,Z,Z,NA,NA,NA,NA,2.4,1.4,3,65,NA,NA,11.2,14.2,17.1,NA,NA,NA,15.3,17.6,NA,NA,NA,NA,16.4,19.6,NA,NA,NA,NA
1,3A,6358,PIBA,2.5,3,2.4,1991,NA,NA,NA,NA,37,2,S,W,NA,NA,NA,NA,1.3,1,1.2,15,NA,9.01,2.6,2.5,2,DB2,NA,top_broken_off_(2000),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3A,6359,PIBA,8,3,2.4,NA,NA,NA,NA,NA,NA,11.1,S,S,NA,NA,NA,NA,1.5,0.7,7.1,35,NA,NA,8.5,6,11.6,NA,NA,"6358,_59,_60_and_61_are_really_one_individual_(1991)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3A,6361,PIBA,8.5,3,2.4,NA,NA,NA,NA,NA,NA,8.8,M,N,NA,NA,NA,NA,2.1,1.4,3.6,40,NA,NA,9,9.4,10.3,NA,NA,leaning_a_fair_bit_(2000),9.1,NA,DB2,NA,NA,dbh checked,NA,NA,DB2,NA,NA,NA
1,3A,6360,PIBA,6.2,3,2.4,NA,NA,NA,NA,NA,22,9.2,M,NE,NA,NA,NA,NA,1.2,1.5,3.7,40,NA,14.47,7.6,8.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,16.4,NA,NA,NA,NA
1,3A,6356,PIBA,14.8,2.9,1.1,NA,NA,NA,NA,NA,NA,12.4,Z,Z,NA,NA,NA,NA,3.9,3.8,3.1,45,NA,NA,18.9,21.2,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3A,6363,PIBA,5.8,2.6,3.7,NA,NA,NA,NA,NA,29,9,M,NE,NA,NA,NA,NA,2.4,1.3,2.5,30,NA,6.58,6.5,6.2,9.2,NA,NA,"has_strange_branch_at_the_top,_in_2000_(2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3A,6357,PIBA,6.2,2.5,1.9,NA,NA,NA,NA,NA,29,9.2,S,W,NA,NA,NA,NA,1.8,1.2,2.1,35,NA,12.26,8,9.1,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3A,6362,PIBA,9.5,2.4,3.4,NA,NA,NA,NA,NA,NA,11.7,S,NE,NA,NA,NA,NA,2.5,1.9,5.6,60,NA,NA,11.1,12.2,16.7,NA,NA,NA,12.6,17.3,NA,NA,NA,NA,12.8,18.6,NA,NA,NA,NA
1,3B,6367,PIBA,13,0.6,3.1,NA,NA,NA,NA,NA,33,12,S,NE,NA,NA,NA,NA,3.3,1.9,1.3,60,18.4,14.32,16.2,18.1,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3B,6366,PIBA,18,0.7,2,NA,NA,NA,NA,NA,36,14.7,Z,Z,NA,NA,NA,NA,4,2.8,1.3,55,22.1,NA,21,23,19.9,NA,NA,NA,24,21,NA,NA,NA,NA,24.6,21.9,NA,NA,NA,NA
1,3B,6368,PIBA,14.8,1.1,4.8,NA,NA,NA,NA,NA,39,12.7,Z,Z,NA,NA,NA,NA,4.3,2.6,5.4,40,19.5,13.99,17.8,19.5,17.6,NA,NA,NA,21.1,18.5,NA,NA,NA,NA,21.5,20.5,NA,NA,NA,NA
1,3C,6453,PIBA,14.8,1.4,2.2,NA,NA,NA,NA,NA,33,11.8,Z,Z,NA,NA,NA,NA,4.1,3.7,5.6,30,18,14.11,17.5,19.1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3C,6455,PIBA,13.8,4.7,2.4,NA,NA,NA,NA,NA,32,13,S,N,NA,NA,NA,NA,4,3.7,3.3,45,17.5,16.47,16.5,18.1,17.5,NA,NA,NA,19.2,18.2,NA,NA,NA,NA,20.1,20.9,NA,NA,NA,NA
1,3C,6456,PIBA,9.2,4.7,2.4,NA,NA,NA,NA,NA,32,10.4,S,NE,NA,NA,NA,NA,3.5,2.6,3.6,35,11.1,18.42,10.9,13.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3C,6454,PIBA,18.2,4.6,1.6,NA,NA,NA,NA,NA,38,13.2,Z,Z,NA,NA,NA,NA,5.4,2.6,4.6,55,22.6,21.84,20.6,22.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3D,6460,PIBA,6.8,0.6,2.4,NA,NA,NA,NA,NA,27,10.3,M,W,NA,NA,NA,NA,1.4,1.5,2.8,30,NA,8.02,8.3,10.3,14.4,NA,NA,NA,10.1,14.7,LL,10,W,dbh checked,10.1,14.7,NA,NA,NA,less than 10% lean
1,3D,6461,PIBA,12,0.8,2.8,NA,NA,NA,NA,NA,31,12.3,S,S,NA,NA,NA,NA,2.5,2.7,3.7,45,16.9,9.46,13.4,14.9,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3D,6459,PIBA,11.2,1.9,2.2,NA,NA,NA,NA,NA,36,11.6,S,E,NA,NA,NA,NA,2.1,1.9,3.7,55,13.1,16.52,12.8,13.8,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3D,6457,PIBA,14.8,4.2,2.4,NA,NA,NA,NA,NA,35,12.4,Z,Z,NA,NA,NA,NA,3.4,4.2,3.7,38,18.2,21.74,17.8,20.2,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3D,6458,PIBA,11.5,2.9,1.7,NA,NA,NA,NA,NA,37,12.7,S,SW,NA,NA,NA,NA,2.8,2.6,4,35,15.6,16.7,15,16.9,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3E,6462,PIBA,4.5,0.2,4.4,1982,3.5,3.7,0.2,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3E,6465,PIBA,11.5,1.9,3.7,NA,NA,NA,NA,NA,29,12.1,S,W,NA,NA,NA,NA,3,3,4.1,50,15,11.23,12.4,13.5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,15.9,NA,NA,NA,NA
1,3E,6464,PIBA,10.8,2.1,2.7,NA,NA,NA,NA,NA,31,5.3,S,W,NA,NA,NA,NA,6.7,2.8,4.3,15,12.8,12.26,10.6,10.8,5.2,NA,NA,top_broken_off_(2000),11,NA,DB2,NA,NA,NA,NA,NA,DB2,NA,NA,NA
1,3E,6463,PIBA,16,3.8,1.1,NA,NA,NA,NA,NA,34,12.7,S,W,NA,NA,NA,NA,4,3.6,3.8,35,21.2,17.36,18.4,21,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3F,6468,PIBA,8.5,0.3,4.9,NA,NA,NA,NA,NA,42,10,Z,Z,NA,NA,NA,NA,2.3,1.8,3.5,35,NA,9.31,11.1,13.2,15.5,NA,NA,NA,14,16,NA,NA,NA,NA,15,17.2,NA,NA,NA,NA
1,3F,6467,PIBA,11.5,1.2,2.7,NA,NA,NA,NA,NA,45,11.6,Z,Z,NA,NA,NA,NA,3.5,2.8,6.8,35,16.2,7.16,13.5,14.2,16.2,NA,NA,NA,14.6,16.8,NA,NA,NA,NA,14.8,18.1,NA,NA,NA,NA
1,3F,6466,PIBA,11,2.2,1.6,NA,NA,NA,NA,NA,31,11.2,S,W,NA,NA,NA,NA,3,2.7,4.6,35,13.3,13.1,13.5,14.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3G,6469,PIBA,14.2,4.7,0.4,NA,NA,NA,NA,NA,34,10.6,Z,Z,NA,NA,NA,NA,5,4.1,2.4,50,17.1,15.91,17.1,19.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3G,6470,PIBA,13.8,3.3,2,NA,NA,NA,NA,NA,35,11.3,Z,Z,NA,NA,NA,NA,4.2,3.9,3.3,40,17.9,27.64,17.3,20.1,16.8,NA,NA,NA,21.5,17.6,NA,NA,NA,NA,22.4,18.7,NA,NA,NA,NA
1,3H,6472,PIBA,11.5,3.9,3.6,NA,NA,NA,NA,NA,29,11.1,S,E,NA,NA,NA,NA,2.2,2.8,2.7,40,15.3,20.32,15.1,17.2,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3H,6471,PIBA,13.8,3.4,2.5,NA,NA,NA,NA,NA,20,11.5,Z,Z,NA,NA,NA,NA,4.9,5,2.2,35,19.3,20.1,17.7,21.6,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3I,6473,PIBA,18.5,1,4.2,NA,NA,NA,NA,NA,35,12.7,S,SW,NA,NA,NA,NA,7.9,7,1.3,30,NA,NA,22.5,26,18,NA,NA,NA,26.6,18.7,NA,NA,NA,NA,28,19.4,NA,NA,NA,NA
1,3J,6476,PIBA,11.2,1,4.4,NA,NA,NA,NA,NA,NA,12.1,S,W,NA,NA,NA,NA,2.4,2.8,4.4,35,NA,NA,13.8,15.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3J,6475,PIBA,11,0.1,3.3,NA,NA,NA,NA,NA,NA,11.7,S,SW,NA,NA,NA,NA,2.8,2.6,3.6,50,NA,NA,13.8,16,17.1,NA,NA,NA,17,17.4,NA,NA,NA,NA,17.7,17.9,NA,NA,NA,NA
1,3J,6474,PIBA,4.8,2,2.4,NA,NA,NA,NA,NA,34,6.4,S,N,NA,NA,NA,NA,1.4,0.9,1.8,35,NA,8.83,5.9,5.8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4A,6355,PIBA,15,3.1,0.8,NA,NA,NA,NA,NA,NA,13.3,Z,Z,NA,NA,NA,NA,4.9,4.4,1.5,35,NA,NA,20.1,24.1,19.1,NA,NA,NA,26.1,19.9,NA,NA,NA,NA,27.5,21.3,NA,NA,NA,NA
1,4C,6354,PIBA,10.5,4.3,1.3,NA,NA,NA,NA,NA,36,10.8,S,W,NA,NA,NA,NA,2.2,2.4,3.3,55,12.6,12.63,12.9,14.8,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4D,6353,PIBA,11.2,0.4,3.5,NA,NA,NA,NA,NA,31,11.6,S,N,NA,NA,NA,NA,2.8,3.2,3.7,30,14.3,18.57,12.5,15.7,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4D,6352,PIBA,15,3,4.9,NA,NA,NA,NA,NA,30,11,Z,Z,NA,NA,NA,NA,4.9,5.4,1.6,40,20.5,35.84,19.2,23.3,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4F,6350,PIBA,4.5,0.9,4.1,NA,NA,NA,NA,NA,34,8.3,Z,Z,NA,NA,NA,NA,1.2,1.5,3.7,25,NA,7.79,5.2,4.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4F,6351,PIBA,14.2,1.8,3.6,NA,NA,NA,NA,NA,30,11.2,Z,Z,NA,NA,NA,NA,5.2,5.1,5,45,18.6,18.5,17,18.7,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4G,6349,PIBA,11.5,0.8,2.9,2000,NA,NA,NA,NA,30,10.9,S,N,NA,NA,NA,NA,3.5,3.1,2.7,30,14.4,12.58,13.1,13.2,12.6,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4H,6348,PIBA,7,1.3,0.9,NA,NA,NA,NA,NA,29,8.4,S,NW,NA,NA,NA,NA,3.4,2.5,1.5,30,NA,13.15,9.4,12.1,13.9,NA,NA,NA,13.1,15.2,NA,NA,NA,NA,14.2,16.9,NA,NA,NA,NA
1,4I,6347,PIBA,13.8,2.5,2.7,NA,NA,NA,NA,NA,31,11.5,S,W,NA,NA,NA,NA,4.9,4.1,1.9,30,17.4,22.94,18,22.3,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5A,6594,PIBA,23,4,1.1,NA,NA,NA,NA,NA,NA,14.1,S,E,NA,NA,NA,NA,5.4,4.9,3,28,NA,NA,25.5,27.1,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5B,6369,PIBA,12.8,0.4,4,NA,NA,NA,NA,NA,34,12.3,Z,Z,NA,NA,NA,NA,2,3.3,2.1,30,15.1,14.9,15.4,17.1,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5B,6595,PIBA,15.2,2,4.1,NA,NA,NA,NA,NA,33,11.6,S,W,NA,NA,NA,NA,3.7,4,3.8,25,17.8,16.69,17.1,19.3,16.1,NA,NA,NA,19.3,16.8,NA,NA,NA,NA,19.7,18.6,NA,NA,NA,NA
1,5C,6371,PIBA,6.8,2.4,1.6,NA,NA,NA,NA,NA,NA,6.3,L,N,NA,NA,NA,NA,1.5,1.8,3.5,10,NA,NA,7.1,7.8,2.6,NA,NA,"branch_of_6370,_not_joined_for_purpose_of_age_(1983,_1991,_2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5C,6370,PIBA,15.2,2.4,1.6,NA,NA,NA,NA,NA,36,13.2,Z,Z,NA,NA,NA,NA,5.2,4,2.3,35,20,NA,17.9,19.6,18,NA,NA,broken_top_(2000),20.4,18.4,NA,NA,NA,NA,20.9,18.5,NA,NA,NA,NA
1,5D,6374,PIBA,10,4.4,2.8,NA,NA,NA,NA,NA,23,10.6,Z,Z,NA,NA,NA,NA,3.3,2.3,1.9,40,NA,NA,13.3,16.9,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5D,6372,PIBA,16.2,3.3,0.2,NA,NA,NA,NA,NA,37,12.2,S,N,NA,NA,NA,NA,3.5,3.6,2.3,33,18.1,17.82,18.5,21.6,17.5,NA,NA,6372_and_73_are_one_individual_(1983),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5D,6373,PIBA,11.2,3.3,0.2,NA,NA,NA,NA,NA,30,11.3,S,SW,NA,NA,NA,NA,2.9,2.1,2.5,35,11.6,11.9,12.4,13.9,13.5,NA,NA,NA,14.2,15.4,NA,NA,NA,ht checked same stump as 6372,15,17.2,NA,NA,NA,NA
1,5F,6377,PIBA,11.5,0.3,2.2,NA,NA,NA,NA,NA,38,11.3,Z,Z,NA,NA,NA,NA,2.6,3.1,2.3,50,14.4,10.82,12.9,14.7,15.3,NA,NA,NA,14.5,16.8,NA,NA,NA,dbh checked,15.2,18,NA,NA,NA,NA
1,5F,6376,PIBA,15,1.1,2.2,NA,NA,NA,NA,NA,34,12.5,Z,Z,NA,NA,NA,NA,3.4,4.8,2.8,40,18.5,20.11,17.7,19.7,16.8,NA,NA,NA,20.6,17.9,NA,NA,NA,NA,21,19.1,NA,NA,NA,NA
1,5F,6375,PIBA,18.5,4.6,2.3,NA,NA,NA,NA,NA,40,13.5,S,SW,NA,NA,NA,NA,5,5.1,2,55,24.9,17.6,21.9,23.9,17.6,NA,NA,NA,24.8,18.8,NA,NA,NA,NA,26.1,20.3,NA,NA,NA,NA
1,5G,6378,PIBA,9.5,0.5,1.2,2000,11.3,0.2,0,NA,32,10.5,S,SW,NA,NA,NA,NA,3.6,2.1,2.5,35,11.6,11.42,9.3,NA,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5G,6380,PIBA,12.5,1.6,3.2,2000,NA,NA,NA,NA,37,11.8,S,S,NA,NA,NA,NA,1.9,3.4,2.2,40,15,7.17,14.1,14.2,11.6,DB2,NA,"broken_top,_dead_(2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5G,6379,PIBA,12.5,1.8,1.8,NA,NA,NA,NA,NA,33,12.8,Z,Z,NA,NA,NA,NA,2.9,3.2,3.5,35,15.2,14.65,15.5,17.4,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5G,6381,PIBA,11.8,2.5,3.6,NA,NA,NA,NA,NA,38,11.9,S,NW,NA,NA,NA,NA,4.4,2.4,6.2,25,14.5,10.17,13.9,15.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5H,6383,PIBA,11.2,4.3,2.2,NA,NA,NA,NA,NA,32,11.6,Z,Z,NA,NA,NA,NA,2.6,2.4,2.1,40,14.9,16.15,13.7,15.9,16.3,NA,NA,NA,16.8,17.4,NA,NA,NA,NA,17.6,18.7,NA,NA,NA,NA
1,5H,6382,PIBA,11.8,3.7,0.3,NA,NA,NA,NA,NA,32,11.8,S,S,NA,NA,NA,NA,4.2,2.3,4.2,25,14.6,17.43,13.4,16.7,17.1,NA,NA,NA,17.3,18.2,NA,NA,NA,NA,18.4,19.6,NA,NA,NA,NA
1,5I,6599,PIBA,27.2,1.6,4.5,NA,NA,NA,NA,NA,54,14.3,S,E,NA,NA,NA,NA,5,4.6,3.8,20,32.6,11.86,29.4,32.1,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5I,6597,PIBA,8,2.4,2.8,NA,NA,NA,NA,NA,34,8.9,S,W,NA,NA,NA,NA,2.2,1.6,1.6,60,10.9,13.48,11.1,14.2,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5I,6598,PIBA,6.5,2.8,3.6,NA,NA,NA,NA,NA,28,9.3,M,W,NA,NA,NA,NA,1.8,1.2,3.1,55,NA,8.61,7.5,7.9,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5I,6596,PIBA,6.5,4.2,0.7,NA,NA,NA,NA,NA,29,8.9,S,W,NA,NA,NA,NA,2.2,1.6,1.8,30,NA,8.41,7.8,9.7,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5J,6346,PIBA,10,3.2,3.7,NA,NA,NA,NA,NA,NA,11.3,Z,Z,NA,NA,NA,NA,2.1,2.1,1.3,45,NA,NA,12.7,16,17.1,NA,NA,NA,17.4,17.8,NA,NA,NA,NA,19.1,19.8,NA,NA,NA,NA
1,6C,6592,PIBA,16,2.1,0.5,NA,NA,NA,NA,NA,31,12.9,S,W,NA,NA,NA,NA,3.4,3.9,1.2,45,19.3,16.83,19.4,23.2,18.2,NA,NA,NA,24,18.6,NA,NA,NA,NA,26.1,19.8,NA,NA,NA,NA
1,6C,6593,PIBA,12.8,3,0.2,NA,NA,NA,NA,NA,31,11.9,S,NW,NA,NA,NA,NA,3,3.7,2.5,35,15,10.43,14.5,15.9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,17.9,NA,NA,NA,NA
1,6D,6591,PIBA,5.2,1.3,1.9,NA,NA,NA,NA,NA,24,7.6,S,NW,NA,NA,NA,NA,1.7,1.4,1.8,50,NA,6.6,6.5,6.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6D,6590,PIBA,26.2,1.7,3.8,NA,NA,NA,NA,NA,58,15.9,S,N,NA,NA,NA,NA,8.4,5.8,3.1,30,33.5,14.81,28.5,31.3,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
